กลุ่มยา,ชื่อสามัญ,รูปแบบยา/ความแรง,ขนาดบรรจุ,รูปแบบยา,ความแรง,หน่วยความแรง,ขนาดบรรจุ,หน่วยขนาดบรรจุ,ราคากลาง(รวมภาษีมูลค่าเพิ่ม)(บาท),หมายเหตุ
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Fluticasone propionate,susp for nebulizer 2 mg/2 ml (2 ml),1 หลอด,,,,,,88.81,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Fluticasone propionate,MDI 125 mcg/1 dose,1 กล่อง(120 doses),,,,,,223.63,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Tiotropium bromide ,"cap for inhaler 18 mcg/cap 
(30 capsules)",1 กล่อง,,,,,,500,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Tiotropium bromide ,sol for nebulizer 2.5 mcg/1 dose ,1 กล่อง(60 doses),,,,,,1348.2,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Indacaterol maleate,"cap for inhaler 150 mcg/cap
(30 capsules)",1 กล่อง,,,,,,1088.73,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Indacaterol maleate,"cap for inhaler 300 mcg/cap
(30 capsules)",1 กล่อง,,,,,,1088.73,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Glycopyrronium bromide,"cap for inhaler 50 mcg/cap
(30 capsules)",1 กล่อง,,,,,,886.76,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,"Indacaterol maleate + 
Glycopyrronium bromide","cap for inhaler 
(110 mcg+50 mcg)/cap (30 capsules)",1 กล่อง,,,,,,1413.6,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Formoterol fumarate + Budesonide,MDI (4.5 mcg+160 mcg)/1 dose ,1 กล่อง(120 doses),,,,,,599.2,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Formoterol fumarate + Budesonide,DPI (4.5 mcg+80 mcg)/1 dose ,1 กล่อง(60 doses),,,,,,428,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Formoterol fumarate + Budesonide,DPI (4.5 mcg+160 mcg)/1 dose ,1 กล่อง(60 doses),,,,,,445.12,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Formoterol fumarate + Budesonide,DPI (4.5 mcg+160 mcg)/1 dose ,1 กล่อง(120 doses),,,,,,866.7,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Formoterol fumarate + Budesonide,DPI (9 mcg+320 mcg)/1 dose ,1 กล่อง(60 doses),,,,,,631.3,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Formoterol fumarate+Beclometasone dipropionate,MDI (6 mcg +100 mcg)/1 dose ,1 กล่อง(120 doses),,,,,,874.19,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Vilanterol trifenatate + Fluticasone furoate,DPI (25 mcg+100 mcg)/1 dose ,1 กล่อง(30 doses),,,,,,732.68,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Vilanterol trifenatate + Fluticasone furoate,DPI (25 mcg+200 mcg)/1 dose ,1 กล่อง(30 doses),,,,,,936.97,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,"Ipratropium bromide + 
Fenoterol hydrobromide","sol for nebulizer 
(0.25 mg+0.5 mg)/1 ml (20 ml)",1 กล่อง,,,,,,95,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,"Ipratropium bromide + 
Fenoterol hydrobromide","sol for nebulizer 
(0.5 mg+1.25 mg)/4 ml (4 ml)",1 หลอด,,,,,,7.16,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,"Ipratropium bromide + 
Fenoterol hydrobromide",MDI (20 mcg+50 mcg)/1 dose ,1 กล่อง(200 doses),,,,,,189.39,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Salbutamol sulfate + Ipratropium bromide,"sol for nebulizer 
(2.5 mg+0.5 mg)/2.5 ml (2.5 ml)",1 หลอด,,,,,,27.5,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Montelukast sodium,tab 10 mg,1 เม็ด,,,,,,7.05,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Montelukast sodium ,oral pwdr 4 mg/sachet,1 ซอง,,,,,,19.26,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Montelukast sodium,chewable tab 4 mg,1 เม็ด,,,,,,19.26,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Montelukast sodium,chewable tab 5 mg,1 เม็ด,,,,,,19.26,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Omalizumab,sterile pwdr 150 mg,1 ไวแอล,,,,,,17114.97,
26. กลุ่มยา Drugs for Obstructive Airway Diseases,Roflumilast,tab 0.5 mg,1 เม็ด,,,,,,38.52,
27. กลุ่มยา Immunosuppression in solid organ transplant,Mycophenolate mofetil ,cap 250 mg ,1 แคปซูล,,,,,,22,
27. กลุ่มยา Immunosuppression in solid organ transplant,Mycophenolate mofetil ,tab 500 mg ,1 เม็ด,,,,,,44,
27. กลุ่มยา Immunosuppression in solid organ transplant,"Antithymocyte immunoglobulin, rabbit (ATG) ",sterile pwdr 25 mg,1 ไวแอล,,,,,,8740,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Basiliximab,sterile pwdr 20 mg,1 ไวแอล,,,,,,52965,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Ciclosporin,cap 10 mg,1 แคปซูล,,,,,,7.79,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Ciclosporin,cap 100 mg,1 แคปซูล,,,,,,90.74,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Ciclosporin,cap 25 mg,1 แคปซูล,,,,,,23.76,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Ciclosporin,cap 50 mg,1 แคปซูล,,,,,,40.34,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Ciclosporin,oral sol 100 mg/ml (50 ml),1 ขวด,,,,,,6861.38,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Ciclosporin,sterile sol 50 mg/ml (1 ml),1 แอมพูล,,,,,,101.5,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Everolimus,tab 0.25 mg ,1 เม็ด,,,,,,68.78,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Everolimus,tab 0.5 mg ,1 เม็ด,,,,,,137.6,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Everolimus ,tab 0.75 mg ,1 เม็ด,,,,,,91.2,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Everolimus ,tab 1 mg ,1 เม็ด,,,,,,91.2,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Mycophenolate mofetil ,sterile pwdr 500 mg,1 ไวแอล,,,,,,406.49,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Mycophenolate sodium ,tab 180 mg ,1 เม็ด,,,,,,41.23,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Mycophenolate sodium ,tab 360 mg ,1 เม็ด,,,,,,78.64,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Sirolimus,tab 1 mg ,1 เม็ด,,,,,,260.81,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,cap 0.5 mg,1 แคปซูล,,,,,,50.83,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,cap 1 mg,1 แคปซูล,,,,,,101.65,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,SR cap 0.5 mg,1 แคปซูล,,,,,,40.66,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,SR cap 1 mg,1 แคปซูล,,,,,,81.32,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,SR cap 3 mg,1 แคปซูล,,,,,,207.37,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,SR cap 5 mg,1 แคปซูล,,,,,,207.37,2
27. กลุ่มยา Immunosuppression in solid organ transplant,Tacrolimus,sterile sol 5 mg/ml (1 ml),1 แอมพูล,,,,,,3733.6,2
28. กลุ่มยา Selective COX–2 Inhibitors,Celecoxib,cap 200 mg ,1 แคปซูล,,,,,,17,
28. กลุ่มยา Selective COX–2 Inhibitors,Celecoxib,cap 400 mg ,1 แคปซูล,,,,,,32.39,
28. กลุ่มยา Selective COX–2 Inhibitors,Etoricoxib,tab 30 mg ,1 เม็ด,,,,,,21.51,
28. กลุ่มยา Selective COX–2 Inhibitors,Etoricoxib,tab 60 mg ,1 เม็ด,,,,,,23.74,
28. กลุ่มยา Selective COX–2 Inhibitors,Etoricoxib,tab 90 mg ,1 เม็ด,,,,,,27.2,
28. กลุ่มยา Selective COX–2 Inhibitors,Etoricoxib,tab 120 mg ,1 เม็ด,,,,,,30,
28. กลุ่มยา Selective COX–2 Inhibitors,Parecoxib sodium,sterile pwdr 40 mg,1 ไวแอล,,,,,,194,
29. กลุ่มยา Drugs for Neuropathic Pain,Gabapentin,cap 100 mg ,1 แคปซูล,,,,,,2.59,
29. กลุ่มยา Drugs for Neuropathic Pain,Gabapentin,cap 300 mg ,1 แคปซูล,,,,,,3.5,
29. กลุ่มยา Drugs for Neuropathic Pain,Gabapentin,cap 400 mg ,1 แคปซูล,,,,,,4.35,
29. กลุ่มยา Drugs for Neuropathic Pain,Gabapentin,tab 600 mg ,1 เม็ด,,,,,,7,
29. กลุ่มยา Drugs for Neuropathic Pain,Gabapentin,tab 800 mg ,1 เม็ด,,,,,,9.33,
29. กลุ่มยา Drugs for Neuropathic Pain,Pregabalin,cap 25 mg ,1 แคปซูล,,,,,,10.6,
29. กลุ่มยา Drugs for Neuropathic Pain,Pregabalin,cap 50 mg ,1 แคปซูล,,,,,,16.37,
29. กลุ่มยา Drugs for Neuropathic Pain,Pregabalin,cap 75 mg ,1 แคปซูล,,,,,,17.2,
29. กลุ่มยา Drugs for Neuropathic Pain,Pregabalin,cap 150 mg ,1 แคปซูล,,,,,,32,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Sildenafil citrate,orodispersible tab 50 mg ,1 เม็ด,,,,,,16,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Sildenafil citrate,tab 50 mg ,1 เม็ด,,,,,,16,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Sildenafil citrate,tab 100 mg ,1 เม็ด,,,,,,30.4,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Tadalafil,tab 5 mg ,1 เม็ด,,,,,,108.25,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Tadalafil,tab 10 mg ,1 เม็ด,,,,,,199.56,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Tadalafil,tab 20 mg ,1 เม็ด,,,,,,399.11,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Vardenafil hydrochloride,tab 5 mg ,1 เม็ด,,,,,,90.15,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Vardenafil hydrochloride,tab 10 mg ,1 เม็ด,,,,,,180.3,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Vardenafil hydrochloride,tab 20 mg ,1 เม็ด,,,,,,360.59,
30. กลุ่มยา Drugs used in Erectile Dysfunction,Yohimbine,tab 5 mg ,1 เม็ด,,,,,,8,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,nasal drop 0.1 mg/1 ml (2.5 ml) ,1 ขวด,,,,,,1123.23,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,nasal spray 0.1 mg/1 ml (2.5 ml) ,1 ขวด,,,,,,1123.23,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,sterile sol 4 mcg/1 ml (1 ml),1 แอมพูล,,,,,,248.99,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,sublingual tab 60 mcg,1 เม็ด,,,,,,53.5,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,sublingual tab 120 mcg,1 เม็ด,,,,,,107,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,tab 100 mcg ,1 เม็ด,,,,,,62.94,
31. กลุ่มยา Primary Nocturnal Enuresis,Desmopressin acetate,tab 200 mcg ,1 เม็ด,,,,,,118.52,
32. กลุ่มยา Iron chelating agents,Deferasirox,tab 250 mg,112 เม็ด,,,,,,14070.5,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Albendazole,susp 100 mg/5 ml (20 ml),1 ขวด,,,,,,14.45,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Albendazole,susp 200 mg/5 ml (10 ml),1 ขวด,,,,,,14.45,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Albendazole,tab 200 mg,1 เม็ด,,,,,,2.8,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Aluminium hydroxide ,susp (240 ml),1 ขวด,,,,,,26.76,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Aluminium hydroxide ,tab 500 mg,1 เม็ด,,,,,,0.3,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Amiloride hydrochloride + Hydrochlorothiazide ,tab 5 + 50 mg,1 เม็ด,,,,,,0.41,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Aminophylline,sterile sol 25 mg/ml (10 ml),1 ขวด,,,,,,8.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,"Antazoline hydrochloride + 
Tetrahydrozoline hydrochloride  ",eye drop (0.5 mg + 0.4 mg)/ 1 ml (5 ml),1 ขวด ,,,,,,12.26,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,"Antazoline hydrochloride + 
Tetrahydrozoline hydrochloride",eye drop (0.5 mg + 0.4 mg)/ 1 ml (10 ml),1 ขวด,,,,,,15.1,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Asparaginase (Crisantapase),sterile pwdr 0.01 M ,1 ขวด,,,,,,1675,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Atropine sulfate,eye drop 0.5% (5 ml),1 ขวด,,,,,,90.95,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Atropine sulfate,eye drop 1% (5 ml),1 ขวด,,,,,,90.95,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Atropine sulfate,sterile sol 0.6 mg/ml (1 ml),1 แอมพูล,,,,,,6.51,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Benzyl benzoate,lotion/emulsion 25% (60 ml),1 ขวด,,,,,,18.2,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Bisacodyl,rectal supp 10 mg,1 แท่ง,,,,,,9.63,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Calamine,lotion (60 ml),1 ขวด,,,,,,10.04,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Cefazolin sodium,sterile pwdr 1 g,1 ไวแอล,,,,,,17.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Ceftriaxone sodium ,sterile pwdr 1 g,1 ขวด                 ,,,,,,27.5,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chloramphenicol ,eye drop 0.5% (5 ml),1 ขวด,,,,,,12.51,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chloramphenicol ,eye drop 0.5% (10 ml),1 ขวด,,,,,,14.51,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chloramphenicol ,ear drop 1% (10 ml),1 ขวด,,,,,,25,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chloramphenicol,eye oint 1% (5 g),1 หลอด,,,,,,14.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chloramphenicol sodium succinate ,sterile pwdr 1 g ,1 ขวด,,,,,,25.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chlordiazepoxide ,cap/tab 5 mg,1 แคปซูล/เม็ด ,,,,,,0.2,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Chlordiazepoxide ,cap/tab 10 mg,1 แคปซูล/เม็ด ,,,,,,0.4,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Clofazimine ,cap 50 mg,1 แคปซูล ,,,,,,25.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Clotrimazole ,cream 1% (5 g),1 หลอด,,,,,,8.5,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Clotrimazole ,cream 1% (15 g),1 หลอด,,,,,,23.54,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Clotrimazole ,cream 1% (500 g),1 กระปุก,,,,,,300.03,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Conjugated estrogens,tab 0.625 mg,1 เม็ด,,,,,,4.26,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Dapsone,tab 100 mg,1 เม็ด,,,,,,12,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Deferiprone,tab 500 mg,1 เม็ด,,,,,,5.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Dextromethorphan hydrobromide,tab 15 mg,1 เม็ด,,,,,,0.4,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Diazepam,sterile sol 5 mg/ml (2 ml),1 ขวด,,,,,,5.21,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Diazepam,tab 2 mg,1 เม็ด,,,,,,0.4,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Diazepam,tab 5 mg,1 เม็ด,,,,,,0.5,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Digoxin ,tab 0.25 mg,1 เม็ด,,,,,,0.87,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Domperidone (as base/maleate),tab 10 mg,1 เม็ด,,,,,,0.32,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Dopamine hydrochloride ,sterile sol 25 mg/ml (10 ml),1 แอมพูล ,,,,,,35.48,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Epinephrine (Adrenaline),"sterile sol for intravenous injection 
1 mg/ml (1 ml)",1 ขวด,,,,,,6.21,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Ethambutol hydrochloride ,tab 400 mg,1 เม็ด,,,,,,1.8,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Ethambutol hydrochloride ,tab 500 mg,1 เม็ด,,,,,,2.61,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Fluorouracil ,sterile sol 1000 mg (20 ml),20 ml ,,,,,,180,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Fluorouracil ,sterile sol 250 mg (5 ml) ,5 ml ,,,,,,50.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Fluorouracil  ,sterile sol 500 mg (10 ml) ,10 ml  ,,,,,,100.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Folic acid ,tab 5 mg,1 เม็ด,,,,,,0.43,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Furosemide,sterile sol 10 mg/ml (2 ml),1 แอมพูล ,,,,,,5.35,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Furosemide,sterile sol 10 mg/ml (25 ml),1 แอมพูล ,,,,,,40.66,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Furosemide,tab 40 mg,1 เม็ด,,,,,,0.29,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Furosemide,tab 500 mg,1 เม็ด,,,,,,2,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Glycerol,rectal supp paed,1 แท่ง,,,,,,4.01,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Griseofulvin,tab 500 mg,1 เม็ด,,,,,,2.39,
33. กลุ่มยาที่มีปัญหาจัดซื้อ,Haloperidol ,"oral sol (as base) 2 mg/ml, (15 ml)",1 ขวด,,,,,,30.01,
